x,y,Section Label ,Label Value
4,7,void radiant,18
4,6,void radiant,18
4,5,void radiant,18
4,4,void radiant,18
4,3,void radiant,18
4,2,void radiant,18
4,1,void radiant,18
4,0,void radiant,18
5,123,void dire,17
5,122,void dire,17
5,121,void dire,17
5,120,void dire,17
5,119,void dire,17
5,118,void dire,17
5,117,void dire,17
5,116,void dire,17
5,115,void dire,17
5,114,void dire,17
5,113,void dire,17
5,112,void dire,17
5,111,void dire,17
5,110,void dire,17
5,109,void dire,17
5,108,void dire,17
5,107,void dire,17
5,106,void dire,17
5,105,void dire,17
5,104,void dire,17
5,103,void dire,17
5,102,void dire,17
5,101,void dire,17
5,100,void dire,17
5,99,void dire,17
5,98,void dire,17
5,97,void dire,17
5,96,void dire,17
5,95,void dire,17
5,94,void dire,17
5,93,toplane dire,15
5,92,toplane dire,15
5,91,toplane dire,15
5,90,void dire,17
5,89,void dire,17
5,88,void dire,17
5,87,void dire,17
5,86,void dire,17
5,85,void dire,17
5,84,void dire,17
5,83,void dire,17
5,82,void dire,17
5,81,void dire,17
5,80,void dire,17
5,79,void radiant,18
5,78,void radiant,18
5,77,void radiant,18
5,76,void radiant,18
5,75,void radiant,18
5,74,void radiant,18
5,73,void radiant,18
5,72,void radiant,18
5,71,void radiant,18
5,70,void radiant,18
5,69,void radiant,18
5,68,void radiant,18
5,67,void radiant,18
5,66,void radiant,18
5,65,void radiant,18
5,64,void radiant,18
5,63,void radiant,18
5,62,void radiant,18
5,61,void radiant,18
5,60,void radiant,18
5,59,void radiant,18
5,58,void radiant,18
5,57,void radiant,18
5,56,void radiant,18
5,55,void radiant,18
5,54,void radiant,18
5,53,void radiant,18
5,52,void radiant,18
5,51,void radiant,18
5,50,void radiant,18
5,49,void radiant,18
5,48,void radiant,18
5,47,void radiant,18
5,46,void radiant,18
5,45,void radiant,18
5,44,void radiant,18
5,43,void radiant,18
5,42,void radiant,18
5,41,void radiant,18
5,40,void radiant,18
5,39,void radiant,18
5,38,void radiant,18
5,37,void radiant,18
5,36,void radiant,18
5,35,void radiant,18
5,34,void radiant,18
5,33,void radiant,18
5,32,void radiant,18
5,31,void radiant,18
5,30,void radiant,18
5,29,void radiant,18
5,28,void radiant,18
5,27,void radiant,18
5,26,void radiant,18
5,25,void radiant,18
5,24,void radiant,18
5,23,void radiant,18
5,22,void radiant,18
5,21,void radiant,18
5,20,void radiant,18
5,19,void radiant,18
5,18,void radiant,18
5,17,void radiant,18
5,16,void radiant,18
5,15,void radiant,18
5,14,void radiant,18
5,13,void radiant,18
5,12,void radiant,18
5,11,void radiant,18
5,10,void radiant,18
5,9,void radiant,18
5,8,void radiant,18
5,7,void radiant,18
5,6,void radiant,18
5,5,void radiant,18
5,4,void radiant,18
5,3,void radiant,18
5,2,void radiant,18
5,1,void radiant,18
5,0,void radiant,18
6,123,void dire,17
6,122,void dire,17
6,121,void dire,17
6,120,void dire,17
6,119,void dire,17
6,118,void dire,17
6,117,void dire,17
6,116,void dire,17
6,115,void dire,17
6,114,void dire,17
6,113,void dire,17
6,112,void dire,17
6,111,void dire,17
6,110,void dire,17
6,109,void dire,17
6,108,void dire,17
6,107,void dire,17
6,106,void dire,17
6,105,void dire,17
6,104,void dire,17
6,103,void dire,17
6,102,void dire,17
6,101,void dire,17
6,100,void dire,17
6,99,toplane dire,15
6,98,toplane dire,15
6,97,laneshop dire,7
6,96,laneshop dire,7
6,95,laneshop dire,7
6,94,laneshop dire,7
6,93,laneshop dire,7
6,92,void dire,17
6,91,toplane dire,15
6,90,toplane dire,15
6,89,void dire,17
6,88,void dire,17
6,87,void dire,17
6,86,void dire,17
6,85,void dire,17
6,84,void dire,17
6,83,void dire,17
6,82,void dire,17
6,81,void dire,17
6,80,void dire,17
6,79,void radiant,18
6,78,void radiant,18
6,77,void radiant,18
6,76,void radiant,18
6,75,void radiant,18
6,74,void radiant,18
6,73,void radiant,18
6,72,void radiant,18
6,71,void radiant,18
6,70,void radiant,18
6,69,void radiant,18
6,68,void radiant,18
6,67,void radiant,18
6,66,void radiant,18
6,65,void radiant,18
6,64,void radiant,18
6,63,void radiant,18
6,62,void radiant,18
6,61,void radiant,18
6,60,void radiant,18
6,59,void radiant,18
6,58,void radiant,18
6,57,void radiant,18
6,56,void radiant,18
6,55,void radiant,18
6,54,void radiant,18
6,53,void radiant,18
6,52,void radiant,18
6,51,void radiant,18
6,50,void radiant,18
6,49,void radiant,18
6,48,void radiant,18
6,47,void radiant,18
6,46,void radiant,18
6,45,void radiant,18
6,44,void radiant,18
6,43,void radiant,18
6,42,void radiant,18
6,41,void radiant,18
6,40,void radiant,18
6,39,void radiant,18
6,38,void radiant,18
6,37,void radiant,18
6,36,void radiant,18
6,35,void radiant,18
6,34,void radiant,18
6,33,void radiant,18
6,32,void radiant,18
6,31,void radiant,18
6,30,void radiant,18
6,29,void radiant,18
6,28,void radiant,18
6,27,void radiant,18
6,26,void radiant,18
6,25,void radiant,18
6,24,void radiant,18
6,23,void radiant,18
6,22,void radiant,18
6,21,void radiant,18
6,20,void radiant,18
6,19,void radiant,18
6,18,void radiant,18
6,17,void radiant,18
6,16,void radiant,18
6,15,void radiant,18
6,14,void radiant,18
6,13,void radiant,18
6,12,void radiant,18
6,11,void radiant,18
6,10,base1 radiant,1
6,9,void radiant,18
6,8,base1 radiant,1
6,7,base1 radiant,1
6,6,void radiant,18
6,5,void radiant,18
6,4,void radiant,18
6,3,void radiant,18
6,2,void radiant,18
6,1,void radiant,18
6,0,void radiant,18
7,123,void dire,17
7,122,void dire,17
7,121,void dire,17
7,120,void dire,17
7,119,void dire,17
7,118,void dire,17
7,117,void dire,17
7,116,void dire,17
7,115,void dire,17
7,114,void dire,17
7,113,void dire,17
7,112,void dire,17
7,111,void dire,17
7,110,void dire,17
7,109,void dire,17
7,108,void dire,17
7,107,void dire,17
7,106,void dire,17
7,105,void dire,17
7,104,void dire,17
7,103,void dire,17
7,102,void dire,17
7,101,void dire,17
7,100,void dire,17
7,99,toplane dire,15
7,98,void dire,17
7,97,void dire,17
7,96,void dire,17
7,95,laneshop dire,7
7,94,laneshop dire,7
7,93,laneshop dire,7
7,92,void dire,17
7,91,void dire,17
7,90,void dire,17
7,89,void dire,17
7,88,void dire,17
7,87,void dire,17
7,86,void dire,17
7,85,void dire,17
7,84,void dire,17
7,83,void dire,17
7,82,void dire,17
7,81,void dire,17
7,80,void dire,17
7,79,void radiant,18
7,78,void radiant,18
7,77,void radiant,18
7,76,void radiant,18
7,75,toplane radiant,16
7,74,void radiant,18
7,73,void radiant,18
7,72,void radiant,18
7,71,toplane radiant,16
7,70,void radiant,18
7,69,void radiant,18
7,68,void radiant,18
7,67,void radiant,18
7,66,void radiant,18
7,65,void radiant,18
7,64,void radiant,18
7,63,void radiant,18
7,62,void radiant,18
7,61,void radiant,18
7,60,void radiant,18
7,59,void radiant,18
7,58,void radiant,18
7,57,void radiant,18
7,56,void radiant,18
7,55,void radiant,18
7,54,void radiant,18
7,53,void radiant,18
7,52,void radiant,18
7,51,void radiant,18
7,50,void radiant,18
7,49,void radiant,18
7,48,void radiant,18
7,47,void radiant,18
7,46,void radiant,18
7,45,void radiant,18
7,44,void radiant,18
7,43,void radiant,18
7,42,void radiant,18
7,41,void radiant,18
7,40,void radiant,18
7,39,void radiant,18
7,38,void radiant,18
7,37,void radiant,18
7,36,base1 radiant,1
7,35,base1 radiant,1
7,34,void radiant,18
7,33,void radiant,18
7,32,void radiant,18
7,31,void radiant,18
7,30,void radiant,18
7,29,void radiant,18
7,28,void radiant,18
7,27,void radiant,18
7,26,void radiant,18
7,25,void radiant,18
7,24,void radiant,18
7,23,void radiant,18
7,22,void radiant,18
7,21,void radiant,18
7,20,void radiant,18
7,19,void radiant,18
7,18,void radiant,18
7,17,void radiant,18
7,16,void radiant,18
7,15,void radiant,18
7,14,void radiant,18
7,13,void radiant,18
7,12,void radiant,18
7,11,base1 radiant,1
7,10,base1 radiant,1
7,9,base1 radiant,1
7,8,base1 radiant,1
7,7,base1 radiant,1
7,6,base1 radiant,1
7,5,void radiant,18
7,4,void radiant,18
7,3,void radiant,18
7,2,void radiant,18
7,1,void radiant,18
7,0,void radiant,18
8,123,void dire,17
8,122,void dire,17
8,121,void dire,17
8,120,void dire,17
8,119,void dire,17
8,118,void dire,17
8,117,void dire,17
8,116,void dire,17
8,115,void dire,17
8,114,void dire,17
8,113,void dire,17
8,112,void dire,17
8,111,void dire,17
8,110,void dire,17
8,109,void dire,17
8,108,void dire,17
8,107,void dire,17
8,106,void dire,17
8,105,void dire,17
8,104,void dire,17
8,103,void dire,17
8,102,void dire,17
8,101,void dire,17
8,100,void dire,17
8,99,void dire,17
8,98,void dire,17
8,97,void dire,17
8,96,toplane dire,15
8,95,laneshop dire,7
8,94,laneshop dire,7
8,93,laneshop dire,7
8,92,void dire,17
8,91,void dire,17
8,90,void dire,17
8,89,void dire,17
8,88,void dire,17
8,87,void dire,17
8,86,void dire,17
8,85,void dire,17
8,84,void dire,17
8,83,void dire,17
8,82,void dire,17
8,81,void dire,17
8,80,void dire,17
8,79,void radiant,18
8,78,void radiant,18
8,77,toplane radiant,16
8,76,void radiant,18
8,75,toplane radiant,16
8,74,void radiant,18
8,73,void radiant,18
8,72,void radiant,18
8,71,toplane radiant,16
8,70,void radiant,18
8,69,void radiant,18
8,68,void radiant,18
8,67,void radiant,18
8,66,void radiant,18
8,65,void radiant,18
8,64,void radiant,18
8,63,void radiant,18
8,62,void radiant,18
8,61,void radiant,18
8,60,void radiant,18
8,59,void radiant,18
8,58,void radiant,18
8,57,void radiant,18
8,56,toplane radiant,16
8,55,void radiant,18
8,54,void radiant,18
8,53,void radiant,18
8,52,void radiant,18
8,51,void radiant,18
8,50,void radiant,18
8,49,void radiant,18
8,48,void radiant,18
8,47,void radiant,18
8,46,void radiant,18
8,45,void radiant,18
8,44,void radiant,18
8,43,void radiant,18
8,42,void radiant,18
8,41,void radiant,18
8,40,void radiant,18
8,39,void radiant,18
8,38,void radiant,18
8,37,void radiant,18
8,36,base1 radiant,1
8,35,base1 radiant,1
8,34,base1 radiant,1
8,33,base1 radiant,1
8,32,base1 radiant,1
8,31,base1 radiant,1
8,30,base1 radiant,1
8,29,base1 radiant,1
8,28,base1 radiant,1
8,27,void radiant,18
8,26,void radiant,18
8,25,void radiant,18
8,24,void radiant,18
8,23,void radiant,18
8,22,void radiant,18
8,21,void radiant,18
8,20,void radiant,18
8,19,void radiant,18
8,18,void radiant,18
8,17,void radiant,18
8,16,void radiant,18
8,15,void radiant,18
8,14,void radiant,18
8,13,void radiant,18
8,12,base1 radiant,1
8,11,base1 radiant,1
8,10,base1 radiant,1
8,9,base1 radiant,1
8,8,base1 radiant,1
8,7,base1 radiant,1
8,6,base1 radiant,1
8,5,base1 radiant,1
8,4,void radiant,18
8,3,void radiant,18
8,2,void radiant,18
8,1,void radiant,18
8,0,void radiant,18
9,123,void dire,17
9,122,void dire,17
9,121,void dire,17
9,120,void dire,17
9,119,void dire,17
9,118,void dire,17
9,117,void dire,17
9,116,void dire,17
9,115,void dire,17
9,114,void dire,17
9,113,void dire,17
9,112,void dire,17
9,111,void dire,17
9,110,void dire,17
9,109,void dire,17
9,108,void dire,17
9,107,void dire,17
9,106,void dire,17
9,105,void dire,17
9,104,void dire,17
9,103,void dire,17
9,102,void dire,17
9,101,void dire,17
9,100,void dire,17
9,99,void dire,17
9,98,void dire,17
9,97,toplane dire,15
9,96,toplane dire,15
9,95,toplane dire,15
9,94,toplane dire,15
9,93,toplane dire,15
9,92,toplane dire,15
9,91,toplane dire,15
9,90,void dire,17
9,89,void dire,17
9,88,void dire,17
9,87,void dire,17
9,86,void dire,17
9,85,void dire,17
9,84,void dire,17
9,83,void dire,17
9,82,void dire,17
9,81,void dire,17
9,80,void dire,17
9,79,void radiant,18
9,78,void radiant,18
9,77,toplane radiant,16
9,76,void radiant,18
9,75,toplane radiant,16
9,74,toplane radiant,16
9,73,void radiant,18
9,72,void radiant,18
9,71,toplane radiant,16
9,70,void radiant,18
9,69,void radiant,18
9,68,toplane radiant,16
9,67,toplane radiant,16
9,66,void radiant,18
9,65,void radiant,18
9,64,void radiant,18
9,63,void radiant,18
9,62,void radiant,18
9,61,void radiant,18
9,60,void radiant,18
9,59,void radiant,18
9,58,void radiant,18
9,57,void radiant,18
9,56,toplane radiant,16
9,55,void radiant,18
9,54,void radiant,18
9,53,void radiant,18
9,52,void radiant,18
9,51,void radiant,18
9,50,void radiant,18
9,49,void radiant,18
9,48,void radiant,18
9,47,void radiant,18
9,46,void radiant,18
9,45,void radiant,18
9,44,toplane radiant,16
9,43,toplane radiant,16
9,42,toplane radiant,16
9,41,toplane radiant,16
9,40,toplane radiant,16
9,39,toplane radiant,16
9,38,base1 radiant,1
9,37,base1 radiant,1
9,36,base1 radiant,1
9,35,base1 radiant,1
9,34,base1 radiant,1
9,33,base1 radiant,1
9,32,base1 radiant,1
9,31,base1 radiant,1
9,30,base1 radiant,1
9,29,base1 radiant,1
9,28,base1 radiant,1
9,27,base1 radiant,1
9,26,base1 radiant,1
9,25,base1 radiant,1
9,24,base1 radiant,1
9,23,base1 radiant,1
9,22,base1 radiant,1
9,21,void radiant,18
9,20,void radiant,18
9,19,void radiant,18
9,18,void radiant,18
9,17,void radiant,18
9,16,void radiant,18
9,15,void radiant,18
9,14,void radiant,18
9,13,void radiant,18
9,12,base1 radiant,1
9,11,base1 radiant,1
9,10,base1 radiant,1
9,9,base1 radiant,1
9,8,base1 radiant,1
9,7,base1 radiant,1
9,6,base1 radiant,1
9,5,base1 radiant,1
9,4,void radiant,18
9,3,void radiant,18
9,2,void radiant,18
9,1,void radiant,18
9,0,void radiant,18
10,123,void dire,17
10,122,void dire,17
10,121,void dire,17
10,120,void dire,17
10,119,void dire,17
10,118,void dire,17
10,117,void dire,17
10,116,void dire,17
10,115,void dire,17
10,114,void dire,17
10,113,void dire,17
10,112,void dire,17
10,111,void dire,17
10,110,void dire,17
10,109,void dire,17
10,108,void dire,17
10,107,void dire,17
10,106,void dire,17
10,105,void dire,17
10,104,void dire,17
10,103,void dire,17
10,102,void dire,17
10,101,void dire,17
10,100,void dire,17
10,99,void dire,17
10,98,void dire,17
10,97,toplane dire,15
10,96,toplane dire,15
10,95,toplane dire,15
10,94,toplane dire,15
10,93,void dire,17
10,92,toplane dire,15
10,91,toplane dire,15
10,90,toplane dire,15
10,89,toplane dire,15
10,88,toplane dire,15
10,87,void dire,17
10,86,void dire,17
10,85,void dire,17
10,84,void dire,17
10,83,void dire,17
10,82,void dire,17
10,81,void dire,17
10,80,void dire,17
10,79,void radiant,18
10,78,void radiant,18
10,77,toplane radiant,16
10,76,toplane radiant,16
10,75,toplane radiant,16
10,74,toplane radiant,16
10,73,void radiant,18
10,72,void radiant,18
